latitude, longitude, name, bus_line
55.6614575,12.4545234,S,"Bus 200S: Buddinge St. => Avedøre Holme"
55.6618794,12.454791,S,"Bus 200S: Avedøre Holme => Buddinge St."
55.6574217,12.4543449,S,"Bus 200S: Buddinge St. => Avedøre Holme"
55.6583985,12.4544446,S,"Bus 200S: Avedøre Holme => Buddinge St."
55.6469042,12.46354,S,"Bus 200S: Avedøre Holme => Buddinge St."
55.6426378,12.4784517,S,"Bus 200S: Avedøre Holme => Buddinge St."
55.6386861,12.4793503,S,"Bus 200S: Buddinge St. => Avedøre Holme"
55.6369095,12.4797575,S,"Bus 200S: Avedøre Holme => Buddinge St."
55.6286713,12.4828866,S,"Bus 200S: Avedøre Holme => Buddinge St."
55.6104743,12.4742098,S,"Bus 200S: Avedøre Holme => Buddinge St."
55.6107847,12.4697216,S,"Bus 200S: Avedøre Holme => Buddinge St."
55.6077934,12.4681447,S,"Bus 200S: Avedøre Holme => Buddinge St."
55.6131197,12.4538696,S,"Bus 200S: Avedøre Holme => Buddinge St."
55.6138765,12.4644942,S,"Bus 200S: Avedøre Holme => Buddinge St."
55.625231,12.4737415,S,"Bus 200S: Avedøre Holme => Buddinge St."
55.6247313,12.4731287,S,"Bus 200S: Buddinge St. => Avedøre Holme"
55.7469683,12.493893,S,"Bus 200S: Avedøre Holme => Buddinge St."
55.7276654,12.4741813,S,"Bus 200S: Buddinge St. => Avedøre Holme"
55.7272832,12.4738272,S,"Bus 200S: Avedøre Holme => Buddinge St."
55.7221804,12.4715791,S,"Bus 200S: Avedøre Holme => Buddinge St."
55.7223879,12.4716255,S,"Bus 200S: Buddinge St. => Avedøre Holme"
55.7179704,12.4702447,S,"Bus 200S: Avedøre Holme => Buddinge St."
55.7175209,12.4700512,S,"Bus 200S: Buddinge St. => Avedøre Holme"
55.7116144,12.4719119,S,"Bus 200S: Buddinge St. => Avedøre Holme"
55.709286,12.4638295,S,"Bus 200S: Buddinge St. => Avedøre Holme"
55.701818,12.4524829,S,"Bus 200S: Avedøre Holme => Buddinge St."
55.7008066,12.4511574,S,"Bus 200S: Buddinge St. => Avedøre Holme"
55.6960533,12.4487101,S,"Bus 200S: Avedøre Holme => Buddinge St."
55.6953045,12.4486003,S,"Bus 200S: Buddinge St. => Avedøre Holme"
55.6922407,12.4492488,S,"Bus 200S: Avedøre Holme => Buddinge St."
55.6905875,12.4493901,S,"Bus 200S: Buddinge St. => Avedøre Holme"
55.6855682,12.4509988,S,"Bus 200S: Buddinge St. => Avedøre Holme"
55.6861641,12.4508865,S,"Bus 200S: Avedøre Holme => Buddinge St."
55.597972,12.3329808,S,"Bus 600S: Hillerød St. => Ishøj St."
55.597933,12.3329113,S,"Bus 600S: Ishøj St. => Hillerød St."
55.6029613,12.3251177,S,"Bus 600S: Hillerød St. => Ishøj St."
55.6022507,12.3248268,S,"Bus 600S: Ishøj St. => Hillerød St."
55.6110717,12.3340474,S,"Bus 600S: Hillerød St. => Ishøj St."
55.6111147,12.3338192,S,"Bus 600S: Ishøj St. => Hillerød St."
55.6118086,12.3461687,S,"Bus 600S: Ishøj St. => Hillerød St."
55.6120591,12.346513,S,"Bus 600S: Hillerød St. => Ishøj St."
55.61344,12.3589173,S,"Bus 600S: Ishøj St. => Hillerød St."
55.5956148,12.1744442,S,"Bus 600S: Ishøj St. => Hillerød St."
55.5957574,12.1744811,S,"Bus 600S: Hillerød St. => Ishøj St."
55.59666,12.1836205,S,"Bus 600S: Ishøj St. => Hillerød St."
55.5961803,12.1915092,S,"Bus 600S: Ishøj St. => Hillerød St."
55.5967681,12.1994555,S,"Bus 600S: Ishøj St. => Hillerød St."
55.5968201,12.2002708,S,"Bus 600S: Hillerød St. => Ishøj St."
55.5976435,12.2160298,S,"Bus 600S: Ishøj St. => Hillerød St."
55.5976335,12.2163021,S,"Bus 600S: Hillerød St. => Ishøj St."
55.59853,12.2385147,S,"Bus 600S: Ishøj St. => Hillerød St."
55.5985355,12.2390565,S,"Bus 600S: Hillerød St. => Ishøj St."
55.5969631,12.2475212,S,"Bus 600S: Ishøj St. => Hillerød St."
55.5975331,12.2541359,S,"Bus 600S: Hillerød St. => Ishøj St."
55.5974469,12.2538655,S,"Bus 600S: Ishøj St. => Hillerød St."
55.5967326,12.2599224,S,"Bus 600S: Hillerød St. => Ishøj St."
55.5957597,12.2625192,S,"Bus 600S: Ishøj St. => Hillerød St."
55.5940963,12.2668898,S,"Bus 600S: Hillerød St. => Ishøj St."
55.5934987,12.2689576,S,"Bus 600S: Ishøj St. => Hillerød St."
55.5886404,12.2876881,S,"Bus 600S: Ishøj St. => Hillerød St."
55.5882404,12.2997561,S,"Bus 600S: Ishøj St. => Hillerød St."
55.5889028,12.3005743,S,"Bus 600S: Hillerød St. => Ishøj St."
55.5963546,12.3082727,S,"Bus 600S: Ishøj St. => Hillerød St."
55.594078,12.3180887,S,"Bus 600S: Hillerød St. => Ishøj St."
55.5942535,12.3167817,S,"Bus 600S: Ishøj St. => Hillerød St."
55.5943861,12.3223253,S,"Bus 600S: Hillerød St. => Ishøj St."
55.5972334,12.3255241,S,"Bus 600S: Ishøj St. => Hillerød St."
55.5972337,12.3247318,S,"Bus 600S: Hillerød St. => Ishøj St."
55.637782,12.0884934,S,"Bus 600S: Hillerød St. => Ishøj St."
55.6377392,12.088387,S,"Bus 600S: Ishøj St. => Hillerød St."
55.6306968,12.0965883,S,"Bus 600S: Ishøj St. => Hillerød St."
55.6306338,12.0967226,S,"Bus 600S: Hillerød St. => Ishøj St."
55.6350236,12.1101614,S,"Bus 600S: Hillerød St. => Ishøj St."
55.6267576,12.1302217,S,"Bus 600S: Hillerød St. => Ishøj St."
55.626765,12.1298674,S,"Bus 600S: Ishøj St. => Hillerød St."
55.6206724,12.1394897,S,"Bus 600S: Hillerød St. => Ishøj St."
55.621646,12.1387154,S,"Bus 600S: Ishøj St. => Hillerød St."
55.625993,12.1350896,S,"Bus 600S: Ishøj St. => Hillerød St."
55.6241828,12.1366026,S,"Bus 600S: Ishøj St. => Hillerød St."
55.6145663,12.1480853,S,"Bus 600S: Ishøj St. => Hillerød St."
55.8150895,12.1656005,S,"Bus 600S: Ishøj St. => Hillerød St."
55.8311542,12.1636686,S,"Bus 600S: Hillerød St. => Ishøj St."
55.7953086,12.1600351,S,"Bus 600S: Hillerød St. => Ishøj St."
55.7954102,12.1597493,S,"Bus 600S: Ishøj St. => Hillerød St."
55.7888377,12.1559753,S,"Bus 600S: Ishøj St. => Hillerød St."
55.7709083,12.130691,S,"Bus 600S: Ishøj St. => Hillerød St."
55.7710186,12.1310112,S,"Bus 600S: Hillerød St. => Ishøj St."
55.7591864,12.1111803,S,"Bus 600S: Ishøj St. => Hillerød St."
55.7510687,12.1086978,S,"Bus 600S: Ishøj St. => Hillerød St."
55.7371705,12.1279489,S,"Bus 600S: Ishøj St. => Hillerød St."
55.9224534,12.3002346,S,"Bus 600S: Ishøj St. => Hillerød St."
55.9191164,12.2857091,S,"Bus 600S: Ishøj St. => Hillerød St."
55.9188921,12.2844968,S,"Bus 600S: Hillerød St. => Ishøj St."
55.9195996,12.2719274,S,"Bus 600S: Ishøj St. => Hillerød St."
55.9025545,12.2415595,S,"Bus 600S: Hillerød St. => Ishøj St."
55.9027234,12.2427659,S,"Bus 600S: Ishøj St. => Hillerød St."
55.886869,12.2026508,S,"Bus 600S: Ishøj St. => Hillerød St."
55.886864,12.2024577,S,"Bus 600S: Hillerød St. => Ishøj St."
55.8854813,12.1967103,S,"Bus 600S: Ishøj St. => Hillerød St."
55.8531614,12.1731323,S,"Bus 600S: Hillerød St. => Ishøj St."
55.8533753,12.1731543,S,"Bus 600S: Ishøj St. => Hillerød St."
55.8441031,12.1749973,S,"Bus 600S: Hillerød St. => Ishøj St."
55.8440255,12.1750302,S,"Bus 600S: Ishøj St. => Hillerød St."
51.9235401,4.4665226,N,"Flixbus N844: Rotterdam Centraal => Kopenhagen Ingerslevsgade"
52.0798173,4.3255175,N,"Flixbus N844: Rotterdam Centraal => Kopenhagen Ingerslevsgade"
52.3086667,4.7613959,N,"Flixbus N844: Rotterdam Centraal => Kopenhagen Ingerslevsgade"
52.3897403,4.8387789,N,"Flixbus N844: Rotterdam Centraal => Kopenhagen Ingerslevsgade"
52.3785834,9.7409719,N,"Flixbus N73: Hannover ZOB => Lund, busstation"
53.4557944,9.9905145,N,"Flixbus N73: Hannover ZOB => Lund, busstation"
53.5519057,10.0117367,N,"Flixbus N73: Hannover ZOB => Lund, busstation"
53.5519402,10.0119475,N,"Flixbus N844: Rotterdam Centraal => Kopenhagen Ingerslevsgade"
53.6324327,10.0065058,N,"Flixbus N73: Hannover ZOB => Lund, busstation"
54.7751665,9.4375112,N,"Flixbus N73: Hannover ZOB => Lund, busstation"
54.9103986,9.79404,n/a,"Flixbus 627: København Ingerslevsgade => Sønderborg, Busstation"
55.4700757,8.4589259,n/a,"Flixbus 625: Esbjerg Rutebilstation => Københavns Lufthavn"
55.4937531,9.1276617,n/a,"Flixbus 625: Esbjerg Rutebilstation => Københavns Lufthavn"
55.0657534,9.3655194,n/a,"Flixbus 627: København Ingerslevsgade => Sønderborg, Busstation"
55.2521684,9.4903366,n/a,"Flixbus 627: København Ingerslevsgade => Sønderborg, Busstation"
55.4920366,9.4831112,n/a,"Flixbus 625: Esbjerg Rutebilstation => Københavns Lufthavn"
55.7054551,9.5362101,n/a,"Flixbus 633: Københavns Lufthavn => Horsens Trafikterminal"
55.5123042,9.7668765,n/a,"Flixbus 633: Københavns Lufthavn => Horsens Trafikterminal"
55.8621353,9.8370059,n/a,"Flixbus 633: Københavns Lufthavn => Horsens Trafikterminal"
56.4585954,10.0400011,n/a,"Flixbus 621: Aalborg Busterminal => Københavns Lufthavn"
54.3164014,10.1335212,N,"Flixbus N73: Hannover ZOB => Lund, busstation"
54.9373508,10.7041869,n/a,"Flixbus 628: Københavns Lufthavn => Rudkøbing Færge Terminal"
54.9410258,10.7217895,n/a,"Flixbus 628: Københavns Lufthavn => Rudkøbing Færge Terminal"
54.6535587,11.3515647,N,"Flixbus N110(part DK): Kopenhagen Ingerslevsgade => Rødby, Fährhafen"
54.5737391,11.9246324,n/a,"Flixbus 032 (part Scandinavia): Gedser, Fährhafen => Malmö, Centralstation"
54.7702727,11.8724683,n/a,"Flixbus 032 (part Scandinavia): Gedser, Fährhafen => Malmö, Centralstation"
55.3800494,10.4346817,n/a,"Flixbus 621: Aalborg Busterminal => Københavns Lufthavn"
55.307877,10.8098069,n/a,"Flixbus 628: Københavns Lufthavn => Rudkøbing Færge Terminal"
55.4033892,10.3869369,N,"Flixbus N844: Rotterdam Centraal => Kopenhagen Ingerslevsgade"
56.1521659,10.2084656,n/a,"Flixbus 621: Aalborg Busterminal => Københavns Lufthavn"
55.5559442,11.9523745,n/a,"Bus 207 Osted, Tjørneallé => Roskilde St."
55.4521141,11.9860655,n/a,"246 Borup St. - Solrød Strand St."
55.4529433,11.9959822,n/a,"246 Solrød Strand St. - Borup St."
55.453429,11.9988812,n/a,"246 Borup St. - Solrød Strand St."
55.4847585,11.9811721,n/a,"246 Borup St. - Solrød Strand St."
55.4847848,11.9812913,n/a,"246 Solrød Strand St. - Borup St."
55.481158,12.0021085,R,"245R Borup St. - Køge St."
55.4812261,12.0033975,R,"245R Køge St. - Borup St."
55.455625,12.0076351,n/a,"246 Solrød Strand St. - Borup St."
55.4579363,12.0154458,n/a,"246 Borup St. - Solrød Strand St."
55.4598537,12.0234363,n/a,"246 Borup St. - Solrød Strand St."
55.4812806,12.0091962,R,"245R Borup St. - Køge St."
55.4815127,12.0078513,R,"245R Køge St. - Borup St."
55.4616939,12.0355101,n/a,"246 Borup St. - Solrød Strand St."
55.4647344,12.0553205,n/a,"246 Borup St. - Solrød Strand St."
55.4656507,12.0612346,n/a,"246 Borup St. - Solrød Strand St."
55.467413,12.0691615,n/a,"246 Borup St. - Solrød Strand St."
55.4790585,12.0724929,n/a,"246 Borup St. - Solrød Strand St."
55.4858438,12.0729504,n/a,"246 Borup St. - Solrød Strand St."
55.486019,12.0869176,n/a,"242 Ejby, Fuglevænget - Ølby St."
55.4818706,12.09492,n/a,"242 Ejby, Fuglevænget - Ølby St."
55.4750412,12.1123642,n/a,"242 Ejby, Fuglevænget - Ølby St."
55.4756103,12.1131283,n/a,"242 Ejby, Fuglevænget - Ølby St."
55.4683265,12.161235,R,"245R Køge St. - Borup St."
55.4679844,12.1619809,R,"245R Borup St. - Køge St."
55.4910617,11.973289,n/a,"246 Borup St. - Solrød Strand St."
55.4909813,11.9734837,n/a,"246 Solrød Strand St. - Borup St."
55.4897132,11.976301,n/a,"246 Borup St. - Solrød Strand St."
55.4889845,11.9772886,n/a,"246 Solrød Strand St. - Borup St."
55.4939665,11.9723752,R,"245R Køge St. - Borup St."
55.498593,11.9764786,R,"245R Køge St. - Borup St."
55.4989384,11.9842152,R,"245R Køge St. - Borup St."
55.4988873,11.9925435,R,"245R Borup St. - Køge St."
55.498778,11.991396,R,"245R Køge St. - Borup St."
55.4994605,11.9807613,R,"245R Køge St. - Borup St."
55.4862027,12.0467118,R,"245R Køge St. - Borup St."
55.4919905,12.0643589,R,"245R Borup St. - Køge St."
55.4911414,12.0710818,R,"245R Køge St. - Borup St."
55.4880762,12.0753127,n/a,"242 Ejby, Fuglevænget - Ølby St."
55.4910254,12.0719141,R,"245R Borup St. - Køge St."
55.4914126,12.076294,n/a,"242 Ejby, Fuglevænget - Ølby St."
55.4873222,12.0828079,n/a,"242 Ejby, Fuglevænget - Ølby St."
55.4875187,12.0783395,n/a,"242 Ejby, Fuglevænget - Ølby St."
55.4874427,12.0789695,n/a,"242 Ølby St. - Ejby, Fuglevænget"
55.487343,12.1164652,n/a,"242 Ejby, Fuglevænget - Ølby St."
55.4874996,12.1180407,n/a,"246 Borup St. - Solrød Strand St."
55.4964364,12.1236641,n/a,"242 Ejby, Fuglevænget - Ølby St."
55.4988405,12.1242692,n/a,"242 Ejby, Fuglevænget - Ølby St."
55.5058693,12.1293124,n/a,"242 Ejby, Fuglevænget - Ølby St."
55.5078983,12.1318654,n/a,"242 Ejby, Fuglevænget - Ølby St."
55.5088625,12.1334198,n/a,"242 Ølby St. - Ejby, Fuglevænget"
55.5093578,12.1342438,n/a,"242 Ejby, Fuglevænget - Ølby St."
55.4875291,12.1471158,n/a,"246 Borup St. - Solrød Strand St."
55.4921792,12.151149,n/a,"242 Ejby, Fuglevænget - Ølby St."
55.4923999,12.1509886,n/a,"242 Ølby St. - Ejby, Fuglevænget"
55.4875465,12.1530641,n/a,"246 Borup St. - Solrød Strand St."
55.4889709,12.1610214,n/a,"242 Ejby, Fuglevænget - Ølby St."
55.4896399,12.1599617,n/a,"242 Ølby St. - Ejby, Fuglevænget"
55.4871133,12.1569916,n/a,"246 Solrød Strand St. - Borup St."
55.4928072,12.1595532,n/a,"246 Borup St. - Solrød Strand St."
55.49332,12.1604919,n/a,"246 Solrød Strand St. - Borup St."
55.5019117,12.1469011,n/a,"242 Ejby, Fuglevænget - Ølby St."
55.5028602,12.1454125,n/a,"242 Ølby St. - Ejby, Fuglevænget"
55.5121107,12.1390805,n/a,"242 Ejby, Fuglevænget - Ølby St."
55.5121699,12.1386373,n/a,"242 Ølby St. - Ejby, Fuglevænget"
55.5117318,12.1445878,n/a,"242 Ejby, Fuglevænget - Ølby St."
55.5085526,12.1623938,n/a,"246 Borup St. - Solrød Strand St."
55.512451,12.1355673,n/a,"242 Ejby, Fuglevænget - Ølby St."
55.515098,12.1463976,n/a,"246 Borup St. - Solrød Strand St."
55.5150233,12.1472212,n/a,"246 Borup St. - Solrød Strand St."
55.5227575,12.1622467,n/a,"246 Borup St. - Solrød Strand St."
55.6424764,11.9526855,R,"Bus 230R: Skibby, Bymidten => Roskilde St."
55.642819,11.950991,R,"Bus 230R: Roskilde St. => Gershøj => Skibby, Bymidten"
55.6472633,11.9240793,R,"Bus 230R: Skibby, Bymidten => Roskilde St."
55.6486859,11.9213403,R,"Bus 230R: Roskilde St. => Gershøj => Skibby, Bymidten"
55.6556135,11.9205966,R,"Bus 230R: Skibby, Bymidten => Roskilde St."
55.6529366,11.9213645,R,"Bus 230R: Skibby, Bymidten => Roskilde St."
55.653287,11.9212677,R,"Bus 230R: Roskilde St. => Gershøj => Skibby, Bymidten"
55.6568241,11.9202523,R,"Bus 230R: Roskilde St. => Gershøj => Skibby, Bymidten"
55.6617291,11.9224003,R,"Bus 230R: Roskilde St. => Gershøj => Skibby, Bymidten"
55.644835,11.9384157,R,"Bus 230R: Skibby, Bymidten => Roskilde St."
55.6448251,11.9393974,R,"Bus 230R: Roskilde St. => Gershøj => Skibby, Bymidten"
55.6686094,11.9302128,R,"Bus 230R: Skibby, Bymidten => Roskilde St."
55.6928684,11.910758,R,"Bus 230R: Skibby, Bymidten => Roskilde St."
55.6930732,11.9107224,R,"Bus 230R: Roskilde St. => Gershøj => Skibby, Bymidten"
55.68357,11.9204471,R,"Bus 230R: Skibby, Bymidten => Roskilde St."
55.6857216,11.9192513,R,"Bus 230R: Skibby, Bymidten => Roskilde St."
55.6864635,11.918184,R,"Bus 230R: Roskilde St. => Gershøj => Skibby, Bymidten"
55.683747,11.920363,R,"Bus 230R: Roskilde St. => Gershøj => Skibby, Bymidten"
55.6723785,11.9328199,R,"Bus 230R: Skibby, Bymidten => Roskilde St."
55.6696886,11.9307834,R,"Bus 230R: Roskilde St. => Gershøj => Skibby, Bymidten"
55.6734824,11.9342398,R,"Bus 230R: Roskilde St. => Gershøj => Skibby, Bymidten"
55.7043639,11.9010673,R,"Bus 230R: Skibby, Bymidten => Roskilde St."
55.7069472,11.9004255,R,"Bus 230R: Skibby, Bymidten => Roskilde St."
55.7072918,11.9004297,R,"Bus 230R: Roskilde St. => Gershøj => Skibby, Bymidten"
55.6986218,11.906063,R,"Bus 230R: Skibby, Bymidten => Roskilde St."
55.6991931,11.9057707,R,"Bus 230R: Roskilde St. => Gershøj => Skibby, Bymidten"
55.7035263,11.901484,R,"Bus 230R: Roskilde St. => Gershøj => Skibby, Bymidten"
55.7084566,11.9241864,R,"Bus 230R: Roskilde St. => Gershøj => Skibby, Bymidten"
55.7043934,11.9373628,R,"Bus 230R: Roskilde St. => Gershøj => Skibby, Bymidten"
55.7041827,11.9438109,R,"Bus 230R: Roskilde St. => Gershøj => Skibby, Bymidten"
55.7217992,11.9305156,R,"Bus 230R: Skibby, Bymidten => Roskilde St."
55.7220679,11.9310679,R,"Bus 230R: Roskilde St. => Skibby, Bymidten"
55.7279558,11.9435859,R,"Bus 230R: Skibby, Bymidten => Roskilde St."
55.7279852,11.9508477,R,"Bus 230R: Roskilde St. => Gershøj => Skibby, Bymidten"
55.7287448,11.9445456,R,"Bus 230R: Roskilde St. => Gershøj => Skibby, Bymidten"
55.640642,11.9617881,R,"Bus 230R: Skibby, Bymidten => Roskilde St."
55.6408405,11.9607918,R,"Bus 230R: Roskilde St. => Gershøj => Skibby, Bymidten"
55.6361035,11.9819126,R,"Bus 230R: Skibby, Bymidten => Roskilde St."
55.6362859,11.9812823,R,"Bus 230R: Roskilde St. => Gershøj => Skibby, Bymidten"
55.634674,11.9893683,R,"Bus 230R: Skibby, Bymidten => Roskilde St."
55.634868,11.9882589,R,"Bus 230R: Roskilde St. => Gershøj => Skibby, Bymidten"
55.6333496,11.9971888,R,"Bus 230R: Skibby, Bymidten => Roskilde St."
55.6331706,11.9990522,R,"Bus 230R: Roskilde St. => Gershøj => Skibby, Bymidten"
55.6342148,12.0083687,A,"Bus 201A: Trekroner St. => Svogerslev, Søbredden"
55.633674,12.0087121,A,"Bus 201A: Svogerslev, Søbredden => Roskilde St."
55.6310885,12.0101844,R,"Bus 230R: Skibby, Bymidten => Roskilde St."
55.6313593,12.0088132,R,"Bus 230R: Roskilde St. => Gershøj => Skibby, Bymidten"
55.6338219,12.018889,A,"Bus 201A: Trekroner St. => Svogerslev, Søbredden"
55.6337371,12.0137062,A,"Bus 201A: Trekroner St. => Svogerslev, Søbredden"
55.6316194,12.0192984,R,"Bus 230R: Roskilde St. => Gershøj => Skibby, Bymidten"
55.6337435,12.0148239,A,"Bus 201A: Svogerslev, Søbredden => Roskilde St."
55.6383968,12.0098718,A,"Bus 201A: Trekroner St. => Svogerslev, Søbredden"
55.6377744,12.0095528,A,"Bus 201A: Svogerslev, Søbredden => Roskilde St."
55.6321918,12.0196627,R,"Bus 230R: Skibby, Bymidten => Roskilde St."
55.6338656,12.0204926,A,"Bus 201A: Svogerslev, Søbredden => Roskilde St."
55.6341272,12.0303673,A,"Bus 201A: Svogerslev, Søbredden => Roskilde St."
55.6340862,12.0285568,A,"Bus 201A: Trekroner St. => Svogerslev, Søbredden"
55.6355445,12.0471255,A,"Bus 201A: Trekroner St. => Svogerslev, Søbredden"
55.6358036,12.0511551,A,"Bus 201A: Trekroner St. => Svogerslev, Søbredden"
55.6355937,12.0483141,A,"Bus 201A: Svogerslev, Søbredden => Roskilde St."
55.6358313,12.0531306,A,"Bus 201A: Svogerslev, Søbredden => Roskilde St."
55.6356853,12.0563714,R,"Bus 230R: Roskilde St. => Gershøj => Skibby, Bymidten"
55.6355464,12.0575851,R,"Bus 230R: Skibby, Bymidten => Roskilde St."
55.6426662,12.0481766,A,"Bus 202A: Margrethehåb => Musicon, Erhvervsskolerne"
55.6423172,12.0515568,A,"Bus 202A: Musicon, Erhvervsskolerne => Margrethehåb"
55.6427862,12.0525723,A,"Bus 202A: Margrethehåb => Musicon, Erhvervsskolerne"
55.6670411,12.014153,n/a,"Bus 207 Osted, Tjørneallé => Roskilde St."
55.6469272,12.0566887,A,"Bus 202A: Margrethehåb => Musicon, Erhvervsskolerne"
55.6443064,12.0522913,A,"Bus 202A: Margrethehåb => Musicon, Erhvervsskolerne"
55.6438038,12.052382,A,"Bus 202A: Musicon, Erhvervsskolerne => Margrethehåb"
55.6467374,12.0556568,A,"Bus 202A: Musicon, Erhvervsskolerne => Margrethehåb"
55.6259306,12.0846277,A,"Bus 202A: Musicon, Erhvervsskolerne => Roskilde St., Sygehuset"
55.6266106,12.0787416,A,"Bus 202A: Roskilde St., Sygehuset => Musicon, Erhvervsskolerne"
55.6285321,12.0787944,A,"Bus 202A: Roskilde St., Sygehuset => Musicon, Erhvervsskolerne"
55.6351647,12.0609949,A,"Bus 201A: Trekroner St. => Svogerslev, Søbredden"
55.6349284,12.0629774,A,"Bus 201A: Svogerslev, Søbredden => Roskilde St."
55.6340656,12.0701101,A,"Bus 201A: Trekroner St. => Svogerslev, Søbredden"
55.6342898,12.0681506,A,"Bus 201A: Svogerslev, Søbredden => Roskilde St."
55.6345619,12.0659383,A,"Bus 201A: Trekroner St. => Svogerslev, Søbredden"
55.6412748,12.0680395,A,"Bus 202A: Musicon, Erhvervsskolerne => Margrethehåb"
55.6392833,12.0703898,A,"Bus 202A: Margrethehåb => Musicon, Erhvervsskolerne"
55.6391398,12.0699726,A,"Bus 202A: Musicon, Erhvervsskolerne => Margrethehåb"
55.6361085,12.0756284,R,"Bus 230R: Roskilde St. => Gershøj => Skibby, Bymidten"
55.634921,12.0748278,R,"Bus 230R: Roskilde St. => Gershøj => Skibby, Bymidten"
55.6343341,12.074265,R,"Bus 230R: Skibby, Bymidten => Roskilde St."
55.6305913,12.0789123,A,"Bus 202A: Roskilde St., Sygehuset => Musicon, Erhvervsskolerne"
55.6405411,12.0744075,A,"Bus 202A: Margrethehåb => Musicon, Erhvervsskolerne"
55.6401755,12.0773421,A,"Bus 202A: Musicon, Erhvervsskolerne => Margrethehåb"
55.6373332,12.0760155,R,"Bus 230R: Skibby, Bymidten => Roskilde St."
55.6406029,12.0751012,A,"Bus 202A: Musicon, Erhvervsskolerne => Margrethehåb"
55.6378604,12.0842812,n/a,"Bus 123: Glostrup St. => Roskilde St."
55.6413352,12.0815589,A,"Bus 201A: Trekroner St. => Svogerslev, Søbredden"
55.6394899,12.0784829,A,"Bus 202A: Margrethehåb => Musicon, Erhvervsskolerne"
55.6416,12.0816236,A,"Bus 201A: Roskilde St. => Trekroner St."
55.6271416,12.0902679,A,"Bus 202A: Musicon, Erhvervsskolerne => Roskilde St., Sygehuset"
55.6291272,12.0907494,A,"Bus 202A: Musicon, Erhvervsskolerne => Roskilde St., Sygehuset"
55.6346914,12.0896414,A,"Bus 202A: Musicon, Erhvervsskolerne => Roskilde St., Sygehuset"
55.6332403,12.0898773,A,"Bus 202A: Roskilde St., Sygehuset => Musicon, Erhvervsskolerne"
55.6324753,12.0900478,A,"Bus 202A: Musicon, Erhvervsskolerne => Roskilde St., Sygehuset"
55.6308322,12.0859904,A,"Bus 202A: Roskilde St., Sygehuset => Musicon, Erhvervsskolerne"
55.6366462,12.0882615,A,"Bus 202A: Musicon, Erhvervsskolerne => Roskilde St."
55.6306968,12.0965883,S,"Bus 600S: Ishøj St. => Hillerød St."
55.6306338,12.0967226,S,"Bus 600S: Hillerød St. => Ishøj St."
55.6392775,12.0885137,n/a,"Bus 123: Roskilde St. => Glostrup St."
55.642855,12.0855579,A,"Bus 201A: Trekroner St. => Svogerslev, Søbredden"
55.6426612,12.0866395,A,"Bus 201A: Roskilde St. => Trekroner St."
55.636822,12.08808,A,"Bus 202A: Roskilde St. => Musicon, Erhvervsskolerne"
55.6404562,12.0909594,n/a,"Bus 123: Glostrup St. => Roskilde St."
55.6379068,12.0850389,A,"Bus 202A: Musicon, Erhvervsskolerne => Margrethehåb"
55.6423653,12.0885078,A,"Bus 201A: Roskilde St. => Trekroner St."
55.6423816,12.0884047,A,"Bus 201A: Trekroner St. => Svogerslev, Søbredden"
55.637782,12.0884934,S,"Bus 600S: Hillerød St. => Ishøj St."
55.6377392,12.088387,S,"Bus 600S: Ishøj St. => Hillerød St."
55.6351648,12.1100371,S,"Bus 600S: Ishøj St. => Hillerød St."
55.6350236,12.1101614,S,"Bus 600S: Hillerød St. => Ishøj St."
55.6412318,12.1006403,S,"Bus 600S: Ishøj St. => Hillerød St."
55.6417563,12.1067448,n/a,"Bus 123: Roskilde St. => Glostrup St."
55.6145663,12.1480853,S,"Bus 600S: Ishøj St. => Hillerød St."
55.6267576,12.1302217,S,"Bus 600S: Hillerød St. => Ishøj St."
55.626765,12.1298674,S,"Bus 600S: Ishøj St. => Hillerød St."
55.625993,12.1350896,S,"Bus 600S: Ishøj St. => Hillerød St."
55.6241828,12.1366026,S,"Bus 600S: Ishøj St. => Hillerød St."
55.6423679,12.1141372,n/a,"Bus 123: Glostrup St. => Roskilde St."
55.6421254,12.1112372,n/a,"Bus 123: Roskilde St. => Glostrup St."
55.642933,12.120837,n/a,"Bus 123: Roskilde St. => Glostrup St."
55.643295,12.125071,n/a,"Bus 123: Roskilde St. => Glostrup St."
55.6206724,12.1394897,S,"Bus 600S: Hillerød St. => Ishøj St."
55.621646,12.1387154,S,"Bus 600S: Ishøj St. => Hillerød St."
55.6477687,12.0601029,A,"Bus 202A: Margrethehåb => Musicon, Erhvervsskolerne"
55.6477098,12.0598642,A,"Bus 202A: Musicon, Erhvervsskolerne => Margrethehåb"
55.6445912,12.0670739,A,"Bus 202A: Margrethehåb => Musicon, Erhvervsskolerne"
55.6448857,12.0669844,A,"Bus 202A: Musicon, Erhvervsskolerne => Margrethehåb"
55.6473655,12.0663341,A,"Bus 202A: Margrethehåb => Musicon, Erhvervsskolerne"
55.647831,12.0663435,A,"Bus 202A: Musicon, Erhvervsskolerne => Margrethehåb"
55.6470423,12.0894243,A,"Bus 201A: Trekroner St. => Svogerslev, Søbredden"
55.6444992,12.0908724,A,"Bus 201A: Roskilde St. => Trekroner St."
55.6468685,12.0895225,A,"Bus 201A: Roskilde St. => Trekroner St."
55.6447691,12.0907146,A,"Bus 201A: Trekroner St. => Svogerslev, Søbredden"
